username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
m00nlight;2009-05-03 23:56;0;0;"OMFG! El juego de la #influenza : http://bit.ly/tRO3U =S";;;#influenza;"1691033153";https://twitter.com/m00nlight/status/1691033153
Grim_Tweeter;2009-05-03 23:55;0;0;"RT @Andrew_Kae #Swine Flu Ancestor Born on U.S. Factory Farms http://tinyurl.com/dfp6j9 #H1N1#Influenza #Virus#free#organic#farms#swineyurl";;@Andrew_Kae;#Swine #H1N1 #Influenza #Virus #free #organic #farms #swineyurl;"1691025336";https://twitter.com/Grim_Tweeter/status/1691025336
chilaquil1983;2009-05-03 23:55;0;0;"para ser domingo y encierros por la influenza , tengo unos vecinos que ya se aventaron dos dias de fiesta y no invitaron";;;;"1691023364";https://twitter.com/chilaquil1983/status/1691023364
MLKtoSCL;2009-05-03 23:53;0;0;"Casos confirmados de Influenza A en Guatemala y Colombia / viene bajando la weaita.";;;;"1691008573";https://twitter.com/MLKtoSCL/status/1691008573
suineflu;2009-05-03 23:52;0;0;"#swineflu H1N1 influenza : what you need to know - Minnesota Daily: guardian.co.ukH1N1 influenza : what y.. http://migre.me/RPH";;;#swineflu;"1691005292";https://twitter.com/suineflu/status/1691005292
animes25;2009-05-03 23:52;0;0;"influenza influenza #swineflu #h1n1 90% de los MUERTOS fueron infectados en los HOSPITALES publicos, gobierno provoco diseminacion de virus,";;;#swineflu #h1n1;"1691005209";https://twitter.com/animes25/status/1691005209
animes25;2009-05-03 23:52;0;0;"#influenza influenza #swineflu #h1n1 COLOMBIA DICE NO A MEXICO PARA JUGAR SOCCER, NO SE APUREN LOS NARCOS QUE VIENEN A MEXICO SE INFECTARAN";;;#influenza #swineflu #h1n1;"1691004047";https://twitter.com/animes25/status/1691004047
njspike;2009-05-03 23:52;0;0;"Dia 6: Algun dia encontrare el tipo del hype de la influenza y le pasare factura de mi esguince";;;;"1691003297";https://twitter.com/njspike/status/1691003297
PHAC_GC;2009-05-03 23:52;0;0;"How to look after someone at home with H1N1 Flu Virus (Human swine Influenza ) http://tinyurl.com/c77my6";;;;"1691002593";https://twitter.com/PHAC_GC/status/1691002593
RicardoArcaraz;2009-05-03 23:50;0;0;"RT: @bivuv Hemos agregado al sitio BiV una pequeña bibliografía con información relevante sobre la influenza humana AH1N1 http://tr.im/knje";;@bivuv;;"1690988828";https://twitter.com/RicardoArcaraz/status/1690988828
helloPFT;2009-05-03 23:49;0;0;"Prometido, en cuanto pase la moda de la influenza en el Df, me voits! :D";;;;"1690984178";https://twitter.com/helloPFT/status/1690984178
IAmTamis;2009-05-03 23:48;0;0;"@tommcfly hey tom, i want to know if you're thinking about cancel south america gigs, you know, influenza A is destroying dreams .-. xoxo";;@tommcfly;;"1690975553";https://twitter.com/IAmTamis/status/1690975553
pulsodigital;2009-05-03 23:47;0;0;"¿Qué es el Tamiflu?: El oseltamivir es un profármaco antiviral selectivo contra el virus de la influenza . Lo pro.. http://tinyurl.com/dd6pvv";;;;"1690967468";https://twitter.com/pulsodigital/status/1690967468
Lavrusik;2009-05-03 23:46;0;0;"#swineflu RT @mndailynews A look at some myths and misconceptions surrounding #H1N1 influenza : http://tiny.cc/ycYyN";;@mndailynews;#swineflu #H1N1;"1690958858";https://twitter.com/Lavrusik/status/1690958858
sulisuco;2009-05-03 23:45;0;0;"@segapoly Si! Esto De la Influenza Esta C%&¨*[¨Bron!";;@segapoly;;"1690956170";https://twitter.com/sulisuco/status/1690956170
catpow3r;2009-05-03 23:45;0;0;"EPIC FAIL = INFLUENZA";;;;"1690953610";https://twitter.com/catpow3r/status/1690953610
kullock;2009-05-03 23:44;0;0;"Llegado recién a Cartagena... Muy linda ciudad parece ser... Cero chequeo contra influenza #swineflu";;;#swineflu;"1690946844";https://twitter.com/kullock/status/1690946844
wmconsultores;2009-05-03 23:43;0;0;"#influenza un video documental recomendable http://tinyurl.com/dx4pdw";;;#influenza;"1690937478";https://twitter.com/wmconsultores/status/1690937478
willy_gru;2009-05-03 23:41;0;0;"Viendo como sensibilizan a mi padawan sobre medidas higiénicas contra la #influenza en cartoon network. Spot: "cool / no cool" :-)";;;#influenza;"1690921636";https://twitter.com/willy_gru/status/1690921636
gh_rocks;2009-05-03 23:39;0;0;"si no me da hambre es culpa de la influenza o de que tios y demas familia esten en la sala??? =S";;;;"1690909819";https://twitter.com/gh_rocks/status/1690909819
nbc15_madison;2009-05-03 23:38;0;0;"Just In: Barrie Elementary School student (in Fort Atkinson) has probable case of Influenza A H1N1 Virus (Swine Flu).";;;;"1690905848";https://twitter.com/nbc15_madison/status/1690905848
BetoSalva;2009-05-03 23:35;0;0;"#twhistorias #influenza ¿Qué fue de las costumbres del pasado? la efusividad de los habitantes era legendaria y ahora ni la mano te dan.";;;#twhistorias #influenza;"1690881835";https://twitter.com/BetoSalva/status/1690881835
marioafv;2009-05-03 23:35;0;0;"http://tinyurl.com/czxlqa ESTE VIDEO DE H1N1 Influenza (Gripe porcina) (Swine Flu) ESPERO LES SIRVA";;;;"1690880471";https://twitter.com/marioafv/status/1690880471
AlfredoNarvaez;2009-05-03 23:35;0;0;"The dark side of Tamiflu #h1n1 #swineflu #influenza makes Japan uneasy http://www.timesonline.co.uk/tol/news/world/asia/article1549260.ece";;;#h1n1 #swineflu #influenza;"1690879442";https://twitter.com/AlfredoNarvaez/status/1690879442
CHicaVIP;2009-05-03 23:32;0;0;"Hola hola, como estan?. Comiendo un subway, ya hay mucha gente en los centros comerciales, creo que ya nos hartamos de la influenza";;;;"1690861071";https://twitter.com/CHicaVIP/status/1690861071
sopitas;2009-05-03 23:32;0;0;"@xim81 el aburrimiento esta acabando con todos! Resulto mas grave que la influenza !";;@xim81;;"1690857706";https://twitter.com/sopitas/status/1690857706
Manuvaro;2009-05-03 23:31;0;0;"Swine flu is an influenza virus, like the strains that cause such misery to people during the winter months.";;;;"1690854381";https://twitter.com/Manuvaro/status/1690854381
gfbroyles;2009-05-03 23:30;0;0;"Geeez people 226 out of 350,000,000! Its Influenza A not Leprosy! If you get sick stay home and quit spreading the stuff.";;;;"1690842716";https://twitter.com/gfbroyles/status/1690842716
fwpharma;2009-05-03 23:29;0;0;"US confirmed cases of H1N1 influenza up to 241 in 34 states. For more developments on the H1N1 outbreak visit www.firstwordplus.com/H1N1";;;;"1690835980";https://twitter.com/fwpharma/status/1690835980
MedDevicenews;2009-05-03 23:28;0;0;"Warning on fraudulent 2009 H1N1 influenza products: The U.S. Food and Drug Administration and the Federal Trade .. http://tinyurl.com/cbm8v3";;;;"1690830353";https://twitter.com/MedDevicenews/status/1690830353
delta61a;2009-05-03 23:28;0;0;"Influenza : What is influenza ? Influenza (flu) is a common viral illness that occurs during the winter months in .. http://ping.fm/YmF2A";;;;"1690829100";https://twitter.com/delta61a/status/1690829100
twnstar2;2009-05-03 23:28;0;0;"RT @Fingertipnews : RT @Veratect : US, #Louisiana : CDC Confirms One Case of Influenza A (H1N1) in #Ascension Parish. #swineflu #H1N1";;@Fingertipnews @Veratect;#Louisiana #Ascension #swineflu #H1N1;"1690825985";https://twitter.com/twnstar2/status/1690825985
InfobaeAmerica;2009-05-03 23:27;0;0;"Vuelven los turistas argentinos varados en México por la influenza : Los más de 100 turistas emprendieron su regr.. http://tinyurl.com/cavzjt";;;;"1690824953";https://twitter.com/InfobaeAmerica/status/1690824953
Tirodopolus;2009-05-03 23:27;0;0;"" influenza " it's sooo 5 minutes ago!!!";;;;"1690824710";https://twitter.com/Tirodopolus/status/1690824710
doctor_marmota;2009-05-03 23:27;0;0;"Je. Un poco de humanidad en tiempos de influenza mediática. No estuvo mal.";;;;"1690824550";https://twitter.com/doctor_marmota/status/1690824550
temoc;2009-05-03 23:27;0;0;"Y que medidas siguen para la influenza , Calderón haste presente da la cara¡¡¡";;;;"1690824026";https://twitter.com/temoc/status/1690824026
jockravez;2009-05-03 23:25;0;0;"RT @alternativamov : Dada la situación que vivimos desde hace algunas semanas -entiéndase influenza ... Read More: http://is.gd/wrw3";;@alternativamov;;"1690811125";https://twitter.com/jockravez/status/1690811125
fwpharma;2009-05-03 23:25;0;0;"New Zealand - Influenza A (H1N1) swine flu - update 19 http://bit.ly/pojuH";;;;"1690810060";https://twitter.com/fwpharma/status/1690810060
JuliaTupp;2009-05-03 23:24;0;0;"News In Mexico, the number of infected influenza H1N1 has grown to 473 people http://bnott.com/12057";;;;"1690803431";https://twitter.com/JuliaTupp/status/1690803431
