username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
writerDM;2009-11-25 23:57;0;0;"Great up to the minute swine flu information http://bit.ly/6YQHil #swineflu";;;#swineflu;"6065487347";https://twitter.com/writerDM/status/6065487347
RachelTFD;2009-11-25 23:56;0;0;"Funky swineflu masks that change colour when yr temperature rises (lol)http://bit.ly/8TkjMa";;;;"6065446754";https://twitter.com/RachelTFD/status/6065446754
Swineflu_wires;2009-11-25 23:54;0;0;"Inauguración de la Reunión de Alto Nivel: Lecciones Aprendidas de la influenza A/H1N1 (02/07/09) - http://tgps.ch/11f";;;;"6065401521";https://twitter.com/Swineflu_wires/status/6065401521
Swineflu_wires;2009-11-25 23:54;0;0;"H1N1 Swineflu : Jane Burgermeister Interview 3 of 4 - http://tgps.ch/11e";;;;"6065398819";https://twitter.com/Swineflu_wires/status/6065398819
sfoflu;2009-11-25 23:46;0;0;"New: XML version of Daily Vaccine Supply Status Report now available: Each day, CDC will now provid... http://bit.ly/6bzm8f #h1n1 #swineflu";;;#h1n1 #swineflu;"6065194065";https://twitter.com/sfoflu/status/6065194065
SwineFluNewsUSA;2009-11-25 23:45;0;0;"Lung bypass being used for those with a misfortune cases of swine flu http://tinyurl.com/ygk77nz #swineflu #nebraska";;;#swineflu #nebraska;"6065177648";https://twitter.com/SwineFluNewsUSA/status/6065177648
swinefluh1n1;2009-11-25 23:45;0;0;""Another swine flu death reported in Utah and a holiday warning" http://tinyurl.com/ya7jm7q #swineflu #H1N1";;;#swineflu #H1N1;"6065176654";https://twitter.com/swinefluh1n1/status/6065176654
SwineFluNews007;2009-11-25 23:45;0;0;"CDC warns: Holiday could bring more swine flu - Arizona Daily Sun: ATLANTA -- Let us give thanks -- a.. http://bit.ly/8gIIhc #swineflu";;;#swineflu;"6065166179";https://twitter.com/SwineFluNews007/status/6065166179
SwineFlu_news;2009-11-25 23:45;0;0;"Swine flu hospitalizations top 2,000 since April http://t.love.com/274509269";;;;"6065156389";https://twitter.com/SwineFlu_news/status/6065156389
SwineFluNewsIN;2009-11-25 23:42;0;0;"Africa Region Leaders Meet To Discuss H1N1 Procurement, Distribution http://tinyurl.com/yfv4mqp #swineflu #india #in";;;#swineflu #india #in;"6065091066";https://twitter.com/SwineFluNewsIN/status/6065091066
SwineFluX;2009-11-25 23:40;0;0;"cool #movie // Stop SwineFlu ! http://SwineFluX.com/forum";;;#movie;"6065026750";https://twitter.com/SwineFluX/status/6065026750
swinefluh1n1;2009-11-25 23:35;0;0;""Mexicaanse griep wordt een blijvertje" http://tinyurl.com/yfxtfq6 #swineflu #H1N1";;;#swineflu #H1N1;"6064920171";https://twitter.com/swinefluh1n1/status/6064920171
live_h1n1;2009-11-25 23:34;0;0;"Islam's hajj: rain and fears of #swineflu - The Associated Press : http://bit.ly/8i78JE";;;#swineflu;"6064895072";https://twitter.com/live_h1n1/status/6064895072
MartinPribble;2009-11-25 23:34;0;0;"In #H1N1 #News Could Home Sick Leave deter spread? http://bit.ly/6wT9F1 #editorial #swineflu #medical";;;#H1N1 #News #editorial #swineflu #medical;"6064884731";https://twitter.com/MartinPribble/status/6064884731
