username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
BudinOK;2009-09-10 23:57;0;0;"U.S. campers developed drug-resistant flu http://www.reuters.com/article/domesticNews/idUSTRE5896EL20090910 #swineflu #h1n1 #health";;;#swineflu #h1n1 #health;"3899494488";https://twitter.com/BudinOK/status/3899494488
swineflu2;2009-09-10 23:55;0;0;"#swineflu Studies: One dose of swine flu vaccine works - The Associated Press: The Associated PressStud.. http://bit.ly/4yCcjw";;;#swineflu;"3899464207";https://twitter.com/swineflu2/status/3899464207
swineflu2;2009-09-10 23:55;0;0;"#swineflu Swine flu at second Cavan school - Irish Times: RTE.ieSwine flu at second Cavan schoolIrish T.. http://bit.ly/1Wr4Fq";;;#swineflu;"3899461965";https://twitter.com/swineflu2/status/3899461965
Conunderground;2009-09-10 23:54;0;0;"Somewhere in the GWOT http://bit.ly/kbFS0 #sgp , #swineflu , #tlot , #tcot , , #teaparty , #ttparty , #dems";;;#sgp #swineflu #tlot #tcot #teaparty #ttparty #dems;"3899436327";https://twitter.com/Conunderground/status/3899436327
SwineFluNewsNZ;2009-09-10 23:52;0;0;"New Zealand bishops revive Communion upon a tongue as swine flu concerns wane http://tinyurl.com/kjh8up #swineflu #h1n1";;;#swineflu #h1n1;"3899404320";https://twitter.com/SwineFluNewsNZ/status/3899404320
SwineFluNewsEU;2009-09-10 23:51;0;0;"China set to yield initial swine flu vaccines http://tinyurl.com/msn2qz #swineflu #h1n1";;;#swineflu #h1n1;"3899379302";https://twitter.com/SwineFluNewsEU/status/3899379302
swinefluh1n1;2009-09-10 23:50;0;0;""Most U.S. campuses already reporting flu-like sicknesses | bites" http://tinyurl.com/n7lze4 #swineflu #H1N1";;;#swineflu #H1N1;"3899360515";https://twitter.com/swinefluh1n1/status/3899360515
swinefluh1n1;2009-09-10 23:50;0;0;""FRANCE: Swine flu infects cells deep in lungs: Study | bites" http://tinyurl.com/n2bg4v #swineflu #H1N1";;;#swineflu #H1N1;"3899359942";https://twitter.com/swinefluh1n1/status/3899359942
AwesumnessPrime;2009-09-10 23:50;0;0;"http://bit.ly/1Epms - Short Video on how Swineflu spread across the globe.Kinda reminds me of that old Matthew Broderick flick...War Games??";;;;"3899357032";https://twitter.com/AwesumnessPrime/status/3899357032
SwineFluNewsHK;2009-09-10 23:49;0;0;"WHO arch identifies "warning signs" of serious flu http://tinyurl.com/ljdnz9 #swineflu #h1n1";;;#swineflu #h1n1;"3899329222";https://twitter.com/SwineFluNewsHK/status/3899329222
